0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.22,0.17,0.28,0.17,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.22,0.18,0.28,0.17,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.22,0.17,0.28,0.17,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.22,0.18,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.22,0.17,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.22,0.18,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.22,0.18,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.00,0.00,0.17,0.19,0.00,0.00,0
0.29,0.20,0.29,0.23,0.28,0.22,0.26,0.24,0.26,0.25,0.31,0.23,0.31,0.26,0.31,0.27,0.27,0.28,0.27,0.33,0.26,0.38,0.29,0.29,0.29,0.34,0.29,0.38,0.00,0.00,0.29,0.20,0.00,0.00,0.30,0.21,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.22,0.18,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.22,0.18,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.22,0.18,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.18,0.17,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.18,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.18,0.17,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.22,0.18,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.18,0.17,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.18,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.22,0.18,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.18,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.18,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.18,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.18,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.18,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.18,0.28,0.18,0.34,0.17,0.39,0.18,0.27,0.18,0.33,0.18,0.37,0.18,0.19,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.18,0.28,0.18,0.34,0.17,0.39,0.18,0.27,0.18,0.33,0.18,0.37,0.18,0.19,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.18,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.18,0.28,0.18,0.34,0.17,0.38,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.21,0.21,0.20,0.18,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.00,0.00,0.17,0.19,0.00,0.00,0
0.32,0.25,0.32,0.26,0.31,0.25,0.29,0.25,0.28,0.26,0.33,0.28,0.00,0.00,0.00,0.00,0.28,0.26,0.26,0.23,0.00,0.00,0.29,0.28,0.29,0.33,0.29,0.38,0.32,0.24,0.32,0.24,0.00,0.00,0.33,0.25,0
0.18,0.19,0.17,0.21,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.21,0.21,0.20,0.18,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.21,0.17,0.22,0.17,0.26,0.17,0.29,0.18,0.21,0.20,0.21,0.21,0.20,0.18,0.28,0.18,0.34,0.17,0.38,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.18,0.17,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.17,0.29,0.18,0.21,0.20,0.22,0.21,0.20,0.18,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.18,0.17,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.17,0.29,0.18,0.21,0.20,0.22,0.21,0.20,0.18,0.28,0.18,0.34,0.17,0.38,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.18,0.17,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.17,0.29,0.18,0.21,0.20,0.22,0.21,0.20,0.18,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.18,0.17,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.17,0.29,0.18,0.21,0.20,0.22,0.21,0.20,0.18,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.18,0.17,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.31,0.18,0.21,0.20,0.22,0.21,0.21,0.18,0.29,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.34,0.18,0.37,0.18,0.17,0.18,0.17,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.18,0.29,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.17,0.18,0.17,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.18,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.17,0.18,0.17,0.17,0.19,0.00,0.00,2
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.18,0.29,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.34,0.18,0.37,0.18,0.17,0.18,0.17,0.17,0.19,0.00,0.00,2
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.18,0.29,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.34,0.18,0.37,0.18,0.17,0.18,0.17,0.17,0.19,0.00,0.00,2
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.18,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.17,0.18,0.17,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.17,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.17,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.17,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.17,0.18,0.17,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.17,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.34,0.18,0.37,0.18,0.17,0.18,0.17,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.17,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.17,0.18,0.17,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.17,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.17,0.18,0.17,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.17,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.17,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.18,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.17,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.18,0.28,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.17,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.18,0.29,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.17,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.18,0.29,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.17,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.17,0.29,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.17,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.17,0.29,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.17,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.18,0.29,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.17,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.17,0.29,0.18,0.21,0.20,0.22,0.21,0.21,0.18,0.29,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.17,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.18,0.29,0.18,0.21,0.20,0.22,0.21,0.22,0.17,0.29,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.17,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.17,0.29,0.18,0.21,0.20,0.22,0.21,0.22,0.17,0.29,0.17,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.17,0.29,0.18,0.21,0.20,0.22,0.21,0.22,0.17,0.29,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.00,0.00,0.17,0.19,0.00,0.00,0
0.18,0.19,0.17,0.22,0.17,0.22,0.17,0.26,0.17,0.29,0.18,0.21,0.20,0.22,0.21,0.22,0.17,0.29,0.18,0.34,0.17,0.39,0.18,0.28,0.18,0.33,0.18,0.37,0.18,0.19,0.00,0.00,0.17,0.19,0.00,0.00,0
