0.19,0.11,0.18,0.15,0.15,0.15,0.15,0.21,0.16,0.17,0.20,0.14,0.21,0.19,0.22,0.24,0.17,0.27,0.17,0.35,0.15,0.45,0.21,0.26,0.23,0.36,0.23,0.45,0.18,0.10,0.00,0.00,0.17,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.13,0.35,0.17,0.32,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.09,0.00,0.00,0.37,0.09,0.35,0.09,0.37,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.25,0.33,0.34,0.35,0.45,0.36,0.25,0.32,0.33,0.37,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
0.19,0.11,0.18,0.15,0.16,0.15,0.15,0.21,0.17,0.17,0.20,0.14,0.21,0.20,0.22,0.25,0.18,0.27,0.17,0.35,0.15,0.45,0.21,0.26,0.23,0.36,0.23,0.45,0.18,0.10,0.00,0.00,0.17,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.13,0.35,0.17,0.32,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.09,0.00,0.00,0.37,0.09,0.35,0.09,0.37,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.25,0.33,0.33,0.35,0.45,0.35,0.25,0.32,0.32,0.37,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
0.19,0.11,0.18,0.15,0.16,0.15,0.15,0.22,0.17,0.17,0.20,0.14,0.21,0.20,0.22,0.25,0.18,0.27,0.17,0.35,0.15,0.45,0.21,0.27,0.23,0.36,0.23,0.45,0.19,0.10,0.19,0.10,0.17,0.11,0.00,0.00,0.35,0.09,0.37,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.13,0.35,0.17,0.32,0.16,0.35,0.24,0.31,0.31,0.35,0.44,0.35,0.25,0.31,0.32,0.35,0.36,0.00,0.00,0.35,0.09,0.00,0.00,0.37,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.20,0.11,0.18,0.15,0.16,0.15,0.15,0.22,0.17,0.17,0.20,0.15,0.21,0.20,0.22,0.25,0.18,0.27,0.17,0.35,0.15,0.45,0.21,0.27,0.22,0.36,0.23,0.45,0.19,0.10,0.00,0.00,0.17,0.11,0.00,0.00,0.35,0.09,0.37,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.13,0.35,0.17,0.32,0.16,0.35,0.24,0.00,0.00,0.00,0.00,0.35,0.24,0.31,0.31,0.36,0.35,0.00,0.00,0.35,0.09,0.00,0.00,0.37,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.20,0.11,0.18,0.15,0.16,0.15,0.15,0.22,0.17,0.17,0.20,0.15,0.21,0.21,0.22,0.25,0.18,0.27,0.17,0.35,0.15,0.45,0.21,0.27,0.22,0.36,0.23,0.45,0.19,0.10,0.19,0.10,0.18,0.11,0.00,0.00,0.35,0.09,0.37,0.13,0.38,0.13,0.00,0.00,0.00,0.00,0.37,0.13,0.35,0.17,0.31,0.16,0.36,0.24,0.00,0.00,0.00,0.00,0.35,0.24,0.31,0.29,0.35,0.35,0.00,0.00,0.35,0.08,0.00,0.00,0.37,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.20,0.11,0.18,0.15,0.16,0.15,0.15,0.22,0.17,0.17,0.20,0.15,0.21,0.21,0.23,0.26,0.18,0.27,0.17,0.35,0.15,0.45,0.21,0.26,0.22,0.35,0.23,0.45,0.19,0.10,0.19,0.10,0.18,0.11,0.00,0.00,0.35,0.09,0.37,0.13,0.38,0.13,0.00,0.00,0.00,0.00,0.37,0.13,0.34,0.17,0.31,0.17,0.37,0.25,0.00,0.00,0.00,0.00,0.35,0.24,0.30,0.29,0.35,0.34,0.00,0.00,0.35,0.08,0.00,0.00,0.37,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.20,0.11,0.18,0.15,0.16,0.15,0.15,0.22,0.17,0.17,0.20,0.15,0.22,0.21,0.23,0.25,0.18,0.27,0.17,0.35,0.15,0.45,0.21,0.26,0.22,0.36,0.23,0.45,0.19,0.10,0.20,0.10,0.18,0.11,0.00,0.00,0.35,0.09,0.37,0.13,0.38,0.13,0.00,0.00,0.00,0.00,0.37,0.13,0.34,0.17,0.31,0.19,0.37,0.25,0.00,0.00,0.00,0.00,0.35,0.24,0.29,0.28,0.35,0.34,0.00,0.00,0.35,0.08,0.00,0.00,0.37,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.20,0.11,0.18,0.15,0.17,0.15,0.15,0.22,0.17,0.17,0.20,0.15,0.22,0.21,0.23,0.26,0.18,0.27,0.17,0.35,0.15,0.45,0.21,0.27,0.22,0.36,0.23,0.45,0.19,0.10,0.20,0.10,0.18,0.11,0.00,0.00,0.35,0.09,0.37,0.13,0.38,0.13,0.00,0.00,0.00,0.00,0.37,0.13,0.34,0.17,0.31,0.19,0.37,0.25,0.34,0.33,0.35,0.44,0.35,0.24,0.29,0.27,0.34,0.33,0.00,0.00,0.35,0.08,0.00,0.00,0.37,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.20,0.11,0.18,0.15,0.17,0.15,0.15,0.22,0.17,0.17,0.20,0.15,0.22,0.20,0.23,0.25,0.18,0.27,0.17,0.35,0.15,0.45,0.21,0.27,0.22,0.36,0.23,0.45,0.20,0.10,0.20,0.10,0.18,0.11,0.00,0.00,0.35,0.09,0.37,0.13,0.38,0.13,0.00,0.00,0.00,0.00,0.37,0.12,0.34,0.17,0.31,0.20,0.37,0.24,0.00,0.00,0.00,0.00,0.35,0.23,0.29,0.27,0.34,0.32,0.00,0.00,0.35,0.08,0.00,0.00,0.37,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.20,0.11,0.18,0.15,0.17,0.15,0.15,0.22,0.17,0.17,0.21,0.15,0.22,0.21,0.23,0.26,0.18,0.27,0.17,0.35,0.15,0.45,0.21,0.27,0.22,0.36,0.23,0.45,0.20,0.10,0.20,0.10,0.18,0.11,0.00,0.00,0.35,0.09,0.37,0.13,0.38,0.13,0.00,0.00,0.00,0.00,0.36,0.12,0.34,0.17,0.31,0.20,0.37,0.25,0.35,0.34,0.35,0.45,0.35,0.23,0.29,0.26,0.32,0.31,0.00,0.00,0.35,0.08,0.00,0.00,0.37,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
